family,condition,backbone,train_size,seed,epoch,split,p_at_l5,mae_all_valid
ESM2-35M,axial35m,ESM2-35M,500,1,30,valid,0.5414,4.4146
ESM2-35M,axial35m,ESM2-35M,500,1,31,valid,,
ESM2-35M,axial35m,ESM2-35M,500,1,32,valid,,
ESM2-35M,axial35m,ESM2-35M,500,1,33,valid,,
ESM2-35M,axial35m,ESM2-35M,500,1,34,valid,,
ESM2-35M,axial35m,ESM2-35M,500,1,35,valid,0.5389,4.4113
ESM2-35M,axial35m,ESM2-35M,500,1,36,valid,,
ESM2-35M,axial35m,ESM2-35M,500,1,37,valid,,
ESM2-35M,axial35m,ESM2-35M,500,1,38,valid,,
ESM2-35M,axial35m,ESM2-35M,500,1,39,valid,,
ESM2-35M,axial35m,ESM2-35M,500,1,40,valid,0.5315,4.3393
ESM2-35M,axial35m,ESM2-35M,500,1,final,test,0.5666,4.7014
ESM2-35M,axial35m,ESM2-35M,500,2,1,valid,0.2517,5.5509
ESM2-35M,axial35m,ESM2-35M,500,2,2,valid,,
ESM2-35M,axial35m,ESM2-35M,500,2,3,valid,,
ESM2-35M,axial35m,ESM2-35M,500,2,4,valid,,
ESM2-35M,axial35m,ESM2-35M,500,2,5,valid,0.4148,4.5271
ESM2-35M,axial35m,ESM2-35M,500,2,6,valid,,
ESM2-35M,axial35m,ESM2-35M,500,2,7,valid,,
ESM2-35M,axial35m,ESM2-35M,500,2,8,valid,,
ESM2-35M,axial35m,ESM2-35M,500,2,9,valid,,
ESM2-35M,axial35m,ESM2-35M,500,2,10,valid,0.4878,4.3884
ESM2-35M,axial35m,ESM2-35M,500,2,11,valid,,
ESM2-35M,axial35m,ESM2-35M,500,2,12,valid,,
ESM2-35M,axial35m,ESM2-35M,500,2,13,valid,,
ESM2-35M,axial35m,ESM2-35M,500,2,14,valid,,
ESM2-35M,axial35m,ESM2-35M,500,2,15,valid,0.4875,4.2624
ESM2-35M,axial35m,ESM2-35M,500,2,16,valid,,
ESM2-35M,axial35m,ESM2-35M,500,2,17,valid,,
ESM2-35M,axial35m,ESM2-35M,500,2,18,valid,,
ESM2-35M,axial35m,ESM2-35M,500,2,19,valid,,
ESM2-35M,axial35m,ESM2-35M,500,2,20,valid,0.4935,4.5582
ESM2-35M,axial35m,ESM2-35M,500,2,21,valid,,
ESM2-35M,axial35m,ESM2-35M,500,2,22,valid,,
ESM2-35M,axial35m,ESM2-35M,500,2,23,valid,,
ESM2-35M,axial35m,ESM2-35M,500,2,24,valid,,
ESM2-35M,axial35m,ESM2-35M,500,2,25,valid,0.5025,4.4029
ESM2-35M,axial35m,ESM2-35M,500,2,26,valid,,
ESM2-35M,axial35m,ESM2-35M,500,2,27,valid,,
ESM2-35M,axial35m,ESM2-35M,500,2,28,valid,,
ESM2-35M,axial35m,ESM2-35M,500,2,29,valid,,
ESM2-35M,axial35m,ESM2-35M,500,2,30,valid,0.4990,4.3919
ESM2-35M,axial35m,ESM2-35M,500,2,31,valid,,
ESM2-35M,axial35m,ESM2-35M,500,2,32,valid,,
ESM2-35M,axial35m,ESM2-35M,500,2,33,valid,,
ESM2-35M,axial35m,ESM2-35M,500,2,34,valid,,
ESM2-35M,axial35m,ESM2-35M,500,2,35,valid,0.4923,4.3841
ESM2-35M,axial35m,ESM2-35M,500,2,36,valid,,
ESM2-35M,axial35m,ESM2-35M,500,2,37,valid,,
ESM2-35M,axial35m,ESM2-35M,500,2,38,valid,,
ESM2-35M,axial35m,ESM2-35M,500,2,39,valid,,
ESM2-35M,axial35m,ESM2-35M,500,2,40,valid,0.4935,4.3270
ESM2-35M,axial35m,ESM2-35M,500,2,final,test,0.5369,4.4359
ESM2-35M,phys35m,ESM2-35M,500,0,1,valid,0.2254,6.7105
ESM2-35M,phys35m,ESM2-35M,500,0,2,valid,,
ESM2-35M,phys35m,ESM2-35M,500,0,3,valid,,
ESM2-35M,phys35m,ESM2-35M,500,0,4,valid,,
ESM2-35M,phys35m,ESM2-35M,500,0,5,valid,0.4755,4.5151
ESM2-35M,phys35m,ESM2-35M,500,0,6,valid,,
ESM2-35M,phys35m,ESM2-35M,500,0,7,valid,,
ESM2-35M,phys35m,ESM2-35M,500,0,8,valid,,
ESM2-35M,phys35m,ESM2-35M,500,0,9,valid,,
ESM2-35M,phys35m,ESM2-35M,500,0,10,valid,0.5422,3.8536
ESM2-35M,phys35m,ESM2-35M,500,0,11,valid,,
ESM2-35M,phys35m,ESM2-35M,500,0,12,valid,,
ESM2-35M,phys35m,ESM2-35M,500,0,13,valid,,
ESM2-35M,phys35m,ESM2-35M,500,0,14,valid,,
ESM2-35M,phys35m,ESM2-35M,500,0,15,valid,0.5645,4.2679
ESM2-35M,phys35m,ESM2-35M,500,0,16,valid,,
ESM2-35M,phys35m,ESM2-35M,500,0,17,valid,,
ESM2-35M,phys35m,ESM2-35M,500,0,18,valid,,
ESM2-35M,phys35m,ESM2-35M,500,0,19,valid,,
ESM2-35M,phys35m,ESM2-35M,500,0,20,valid,0.5693,4.0988
ESM2-35M,phys35m,ESM2-35M,500,0,21,valid,,
ESM2-35M,phys35m,ESM2-35M,500,0,22,valid,,
ESM2-35M,phys35m,ESM2-35M,500,0,23,valid,,
ESM2-35M,phys35m,ESM2-35M,500,0,24,valid,,
ESM2-35M,phys35m,ESM2-35M,500,0,25,valid,0.5738,4.1991
ESM2-35M,phys35m,ESM2-35M,500,0,26,valid,,
ESM2-35M,phys35m,ESM2-35M,500,0,27,valid,,
ESM2-35M,phys35m,ESM2-35M,500,0,28,valid,,
ESM2-35M,phys35m,ESM2-35M,500,0,29,valid,,
ESM2-35M,phys35m,ESM2-35M,500,0,30,valid,0.5642,4.1838
ESM2-35M,phys35m,ESM2-35M,500,0,31,valid,,
ESM2-35M,phys35m,ESM2-35M,500,0,32,valid,,
ESM2-35M,phys35m,ESM2-35M,500,0,33,valid,,
ESM2-35M,phys35m,ESM2-35M,500,0,34,valid,,
ESM2-35M,phys35m,ESM2-35M,500,0,35,valid,0.5620,4.2283
ESM2-35M,phys35m,ESM2-35M,500,0,36,valid,,
ESM2-35M,phys35m,ESM2-35M,500,0,37,valid,,
ESM2-35M,phys35m,ESM2-35M,500,0,38,valid,,
ESM2-35M,phys35m,ESM2-35M,500,0,39,valid,,
ESM2-35M,phys35m,ESM2-35M,500,0,40,valid,0.5589,4.2091
ESM2-35M,phys35m,ESM2-35M,500,0,final,test,0.5064,4.3316
ESM2-35M,phys35m,ESM2-35M,500,1,1,valid,0.2045,5.8975
ESM2-35M,phys35m,ESM2-35M,500,1,2,valid,,
ESM2-35M,phys35m,ESM2-35M,500,1,3,valid,,
ESM2-35M,phys35m,ESM2-35M,500,1,4,valid,,
ESM2-35M,phys35m,ESM2-35M,500,1,5,valid,0.4491,5.7539
ESM2-35M,phys35m,ESM2-35M,500,1,6,valid,,
ESM2-35M,phys35m,ESM2-35M,500,1,7,valid,,
ESM2-35M,phys35m,ESM2-35M,500,1,8,valid,,
ESM2-35M,phys35m,ESM2-35M,500,1,9,valid,,
ESM2-35M,phys35m,ESM2-35M,500,1,10,valid,0.4942,4.4051
ESM2-35M,phys35m,ESM2-35M,500,1,11,valid,,
ESM2-35M,phys35m,ESM2-35M,500,1,12,valid,,
ESM2-35M,phys35m,ESM2-35M,500,1,13,valid,,
ESM2-35M,phys35m,ESM2-35M,500,1,14,valid,,
ESM2-35M,phys35m,ESM2-35M,500,1,15,valid,0.5339,5.0803
ESM2-35M,phys35m,ESM2-35M,500,1,16,valid,,
ESM2-35M,phys35m,ESM2-35M,500,1,17,valid,,
ESM2-35M,phys35m,ESM2-35M,500,1,18,valid,,
ESM2-35M,phys35m,ESM2-35M,500,1,19,valid,,
ESM2-35M,phys35m,ESM2-35M,500,1,20,valid,0.5468,4.6958
ESM2-35M,phys35m,ESM2-35M,500,1,21,valid,,
ESM2-35M,phys35m,ESM2-35M,500,1,22,valid,,
ESM2-35M,phys35m,ESM2-35M,500,1,23,valid,,
ESM2-35M,phys35m,ESM2-35M,500,1,24,valid,,
ESM2-35M,phys35m,ESM2-35M,500,1,25,valid,0.5379,4.4367
ESM2-35M,phys35m,ESM2-35M,500,1,26,valid,,
ESM2-35M,phys35m,ESM2-35M,500,1,27,valid,,
ESM2-35M,phys35m,ESM2-35M,500,1,28,valid,,
ESM2-35M,phys35m,ESM2-35M,500,1,29,valid,,
ESM2-35M,phys35m,ESM2-35M,500,1,30,valid,0.5413,4.3067
ESM2-35M,phys35m,ESM2-35M,500,1,31,valid,,
ESM2-35M,phys35m,ESM2-35M,500,1,32,valid,,
ESM2-35M,phys35m,ESM2-35M,500,1,33,valid,,
ESM2-35M,phys35m,ESM2-35M,500,1,34,valid,,
ESM2-35M,phys35m,ESM2-35M,500,1,35,valid,0.5331,4.3633
ESM2-35M,phys35m,ESM2-35M,500,1,36,valid,,
ESM2-35M,phys35m,ESM2-35M,500,1,37,valid,,
ESM2-35M,phys35m,ESM2-35M,500,1,38,valid,,
ESM2-35M,phys35m,ESM2-35M,500,1,39,valid,,
ESM2-35M,phys35m,ESM2-35M,500,1,40,valid,0.5252,4.3918
ESM2-35M,phys35m,ESM2-35M,500,1,final,test,0.5838,4.5220
ESM2-35M,phys35m,ESM2-35M,500,2,1,valid,0.2494,5.0756
ESM2-35M,phys35m,ESM2-35M,500,2,2,valid,,
ESM2-35M,phys35m,ESM2-35M,500,2,3,valid,,
ESM2-35M,phys35m,ESM2-35M,500,2,4,valid,,
ESM2-35M,phys35m,ESM2-35M,500,2,5,valid,0.4391,4.4943
ESM2-35M,phys35m,ESM2-35M,500,2,6,valid,,
ESM2-35M,phys35m,ESM2-35M,500,2,7,valid,,
ESM2-35M,phys35m,ESM2-35M,500,2,8,valid,,
ESM2-35M,phys35m,ESM2-35M,500,2,9,valid,,
ESM2-35M,phys35m,ESM2-35M,500,2,10,valid,0.5017,4.3629
ESM2-35M,phys35m,ESM2-35M,500,2,11,valid,,
ESM2-35M,phys35m,ESM2-35M,500,2,12,valid,,
ESM2-35M,phys35m,ESM2-35M,500,2,13,valid,,
ESM2-35M,phys35m,ESM2-35M,500,2,14,valid,,
ESM2-35M,phys35m,ESM2-35M,500,2,15,valid,0.5055,4.1200
ESM2-35M,phys35m,ESM2-35M,500,2,16,valid,,
ESM2-35M,phys35m,ESM2-35M,500,2,17,valid,,
ESM2-35M,phys35m,ESM2-35M,500,2,18,valid,,
ESM2-35M,phys35m,ESM2-35M,500,2,19,valid,,
ESM2-35M,phys35m,ESM2-35M,500,2,20,valid,0.5204,4.4908
ESM2-35M,phys35m,ESM2-35M,500,2,21,valid,,
ESM2-35M,phys35m,ESM2-35M,500,2,22,valid,,
ESM2-35M,phys35m,ESM2-35M,500,2,23,valid,,
ESM2-35M,phys35m,ESM2-35M,500,2,24,valid,,
ESM2-35M,phys35m,ESM2-35M,500,2,25,valid,0.5213,4.4101
ESM2-35M,phys35m,ESM2-35M,500,2,26,valid,,
ESM2-35M,phys35m,ESM2-35M,500,2,27,valid,,
ESM2-35M,phys35m,ESM2-35M,500,2,28,valid,,
ESM2-35M,phys35m,ESM2-35M,500,2,29,valid,,
ESM2-35M,phys35m,ESM2-35M,500,2,30,valid,0.4960,4.4062
ESM2-35M,phys35m,ESM2-35M,500,2,31,valid,,
ESM2-35M,phys35m,ESM2-35M,500,2,32,valid,,
ESM2-35M,phys35m,ESM2-35M,500,2,33,valid,,
ESM2-35M,phys35m,ESM2-35M,500,2,34,valid,,
ESM2-35M,phys35m,ESM2-35M,500,2,35,valid,0.5045,4.4623
ESM2-35M,phys35m,ESM2-35M,500,2,36,valid,,
ESM2-35M,phys35m,ESM2-35M,500,2,37,valid,,
ESM2-35M,phys35m,ESM2-35M,500,2,38,valid,,
ESM2-35M,phys35m,ESM2-35M,500,2,39,valid,,
ESM2-35M,phys35m,ESM2-35M,500,2,40,valid,0.4950,4.3879
ESM2-35M,phys35m,ESM2-35M,500,2,final,test,0.5303,4.4963
ESM2-35M,pert35m_p0,ESM2-35M,500,0,1,valid,0.2245,5.1558
ESM2-35M,pert35m_p0,ESM2-35M,500,0,2,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,0,3,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,0,4,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,0,5,valid,0.4904,4.5663
ESM2-35M,pert35m_p0,ESM2-35M,500,0,6,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,0,7,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,0,8,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,0,9,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,0,10,valid,0.5327,3.9372
ESM2-35M,pert35m_p0,ESM2-35M,500,0,11,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,0,12,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,0,13,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,0,14,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,0,15,valid,0.5514,4.3681
ESM2-35M,pert35m_p0,ESM2-35M,500,0,16,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,0,17,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,0,18,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,0,19,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,0,20,valid,0.5633,4.4028
ESM2-35M,pert35m_p0,ESM2-35M,500,0,21,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,0,22,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,0,23,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,0,24,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,0,25,valid,0.5624,4.2557
ESM2-35M,pert35m_p0,ESM2-35M,500,0,26,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,0,27,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,0,28,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,0,29,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,0,30,valid,0.5658,4.1282
ESM2-35M,pert35m_p0,ESM2-35M,500,0,31,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,0,32,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,0,33,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,0,34,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,0,35,valid,0.5568,4.2430
ESM2-35M,pert35m_p0,ESM2-35M,500,0,36,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,0,37,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,0,38,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,0,39,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,0,40,valid,0.5578,4.2213
ESM2-35M,pert35m_p0,ESM2-35M,500,0,final,test,0.4987,4.2612
ESM2-35M,pert35m_p0,ESM2-35M,500,1,1,valid,0.2228,5.5621
ESM2-35M,pert35m_p0,ESM2-35M,500,1,2,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,1,3,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,1,4,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,1,5,valid,0.4408,5.6339
ESM2-35M,pert35m_p0,ESM2-35M,500,1,6,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,1,7,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,1,8,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,1,9,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,1,10,valid,0.5053,4.4092
ESM2-35M,pert35m_p0,ESM2-35M,500,1,11,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,1,12,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,1,13,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,1,14,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,1,15,valid,0.5223,4.6605
ESM2-35M,pert35m_p0,ESM2-35M,500,1,16,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,1,17,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,1,18,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,1,19,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,1,20,valid,0.5482,4.6321
ESM2-35M,pert35m_p0,ESM2-35M,500,1,21,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,1,22,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,1,23,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,1,24,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,1,25,valid,0.5408,4.2429
ESM2-35M,pert35m_p0,ESM2-35M,500,1,26,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,1,27,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,1,28,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,1,29,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,1,30,valid,0.5392,4.3213
ESM2-35M,pert35m_p0,ESM2-35M,500,1,31,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,1,32,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,1,33,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,1,34,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,1,35,valid,0.5371,4.3707
ESM2-35M,pert35m_p0,ESM2-35M,500,1,36,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,1,37,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,1,38,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,1,39,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,1,40,valid,0.5352,4.2566
ESM2-35M,pert35m_p0,ESM2-35M,500,1,final,test,0.5952,4.4075
ESM2-35M,pert35m_p0,ESM2-35M,500,2,1,valid,0.1956,5.7446
ESM2-35M,pert35m_p0,ESM2-35M,500,2,2,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,2,3,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,2,4,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,2,5,valid,0.4136,5.1331
ESM2-35M,pert35m_p0,ESM2-35M,500,2,6,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,2,7,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,2,8,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,2,9,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,2,10,valid,0.4767,4.6955
ESM2-35M,pert35m_p0,ESM2-35M,500,2,11,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,2,12,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,2,13,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,2,14,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,2,15,valid,0.4933,4.4109
ESM2-35M,pert35m_p0,ESM2-35M,500,2,16,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,2,17,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,2,18,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,2,19,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,2,20,valid,0.4949,4.5346
ESM2-35M,pert35m_p0,ESM2-35M,500,2,21,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,2,22,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,2,23,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,2,24,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,2,25,valid,0.5119,4.4787
ESM2-35M,pert35m_p0,ESM2-35M,500,2,26,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,2,27,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,2,28,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,2,29,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,2,30,valid,0.5063,4.4572
ESM2-35M,pert35m_p0,ESM2-35M,500,2,31,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,2,32,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,2,33,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,2,34,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,2,35,valid,0.4989,4.3419
ESM2-35M,pert35m_p0,ESM2-35M,500,2,36,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,2,37,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,2,38,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,2,39,valid,,
ESM2-35M,pert35m_p0,ESM2-35M,500,2,40,valid,0.5023,4.3123
ESM2-35M,pert35m_p0,ESM2-35M,500,2,final,test,0.5130,4.5144
ESM2-35M,pert35m_p1,ESM2-35M,500,0,1,valid,0.2568,5.0447
ESM2-35M,pert35m_p1,ESM2-35M,500,0,2,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,0,3,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,0,4,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,0,5,valid,0.4696,4.4958
ESM2-35M,pert35m_p1,ESM2-35M,500,0,6,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,0,7,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,0,8,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,0,9,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,0,10,valid,0.5318,3.8484
ESM2-35M,pert35m_p1,ESM2-35M,500,0,11,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,0,12,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,0,13,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,0,14,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,0,15,valid,0.5563,4.4040
ESM2-35M,pert35m_p1,ESM2-35M,500,0,16,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,0,17,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,0,18,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,0,19,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,0,20,valid,0.5662,4.0825
ESM2-35M,pert35m_p1,ESM2-35M,500,0,21,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,0,22,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,0,23,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,0,24,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,0,25,valid,0.5587,4.1920
ESM2-35M,pert35m_p1,ESM2-35M,500,0,26,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,0,27,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,0,28,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,0,29,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,0,30,valid,0.5591,4.0974
ESM2-35M,pert35m_p1,ESM2-35M,500,0,31,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,0,32,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,0,33,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,0,34,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,0,35,valid,0.5576,4.2253
ESM2-35M,pert35m_p1,ESM2-35M,500,0,36,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,0,37,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,0,38,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,0,39,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,0,40,valid,0.5573,4.1850
ESM2-35M,pert35m_p1,ESM2-35M,500,0,final,test,0.5037,4.2761
ESM2-35M,pert35m_p1,ESM2-35M,500,1,1,valid,0.1923,5.3592
ESM2-35M,pert35m_p1,ESM2-35M,500,1,2,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,1,3,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,1,4,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,1,5,valid,0.4375,5.4383
ESM2-35M,pert35m_p1,ESM2-35M,500,1,6,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,1,7,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,1,8,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,1,9,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,1,10,valid,0.5157,4.6062
ESM2-35M,pert35m_p1,ESM2-35M,500,1,11,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,1,12,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,1,13,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,1,14,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,1,15,valid,0.5324,4.7274
ESM2-35M,pert35m_p1,ESM2-35M,500,1,16,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,1,17,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,1,18,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,1,19,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,1,20,valid,0.5422,5.0092
ESM2-35M,pert35m_p1,ESM2-35M,500,1,21,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,1,22,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,1,23,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,1,24,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,1,25,valid,0.5398,4.3095
ESM2-35M,pert35m_p1,ESM2-35M,500,1,26,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,1,27,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,1,28,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,1,29,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,1,30,valid,0.5394,4.2754
ESM2-35M,pert35m_p1,ESM2-35M,500,1,31,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,1,32,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,1,33,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,1,34,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,1,35,valid,0.5335,4.3861
ESM2-35M,pert35m_p1,ESM2-35M,500,1,36,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,1,37,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,1,38,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,1,39,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,1,40,valid,0.5375,4.3354
ESM2-35M,pert35m_p1,ESM2-35M,500,1,final,test,0.5897,4.7440
ESM2-35M,pert35m_p1,ESM2-35M,500,2,1,valid,0.2041,5.0402
ESM2-35M,pert35m_p1,ESM2-35M,500,2,2,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,2,3,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,2,4,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,2,5,valid,0.4281,4.2068
ESM2-35M,pert35m_p1,ESM2-35M,500,2,6,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,2,7,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,2,8,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,2,9,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,2,10,valid,0.4853,4.5165
ESM2-35M,pert35m_p1,ESM2-35M,500,2,11,valid,,
