family,condition,backbone,train_size,seed,epoch,split,p_at_l5,mae_all_valid
ESM2-35M,pert35m_p1,ESM2-35M,500,2,12,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,2,13,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,2,14,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,2,15,valid,0.4817,4.1606
ESM2-35M,pert35m_p1,ESM2-35M,500,2,16,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,2,17,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,2,18,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,2,19,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,2,20,valid,0.5125,4.5445
ESM2-35M,pert35m_p1,ESM2-35M,500,2,21,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,2,22,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,2,23,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,2,24,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,2,25,valid,0.5142,4.2502
ESM2-35M,pert35m_p1,ESM2-35M,500,2,26,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,2,27,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,2,28,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,2,29,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,2,30,valid,0.5119,4.4074
ESM2-35M,pert35m_p1,ESM2-35M,500,2,31,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,2,32,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,2,33,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,2,34,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,2,35,valid,0.5154,4.3214
ESM2-35M,pert35m_p1,ESM2-35M,500,2,36,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,2,37,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,2,38,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,2,39,valid,,
ESM2-35M,pert35m_p1,ESM2-35M,500,2,40,valid,0.5161,4.2748
ESM2-35M,pert35m_p1,ESM2-35M,500,2,final,test,0.4956,4.3381
ESM2-35M,pert35m_p2,ESM2-35M,500,0,1,valid,0.2536,5.0082
ESM2-35M,pert35m_p2,ESM2-35M,500,0,2,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,0,3,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,0,4,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,0,5,valid,0.4745,4.4843
ESM2-35M,pert35m_p2,ESM2-35M,500,0,6,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,0,7,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,0,8,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,0,9,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,0,10,valid,0.5415,4.0333
ESM2-35M,pert35m_p2,ESM2-35M,500,0,11,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,0,12,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,0,13,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,0,14,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,0,15,valid,0.5676,4.4649
ESM2-35M,pert35m_p2,ESM2-35M,500,0,16,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,0,17,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,0,18,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,0,19,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,0,20,valid,0.5805,4.1653
ESM2-35M,pert35m_p2,ESM2-35M,500,0,21,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,0,22,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,0,23,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,0,24,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,0,25,valid,0.5776,4.1737
ESM2-35M,pert35m_p2,ESM2-35M,500,0,26,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,0,27,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,0,28,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,0,29,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,0,30,valid,0.5817,4.1609
ESM2-35M,pert35m_p2,ESM2-35M,500,0,31,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,0,32,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,0,33,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,0,34,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,0,35,valid,0.5747,4.2184
ESM2-35M,pert35m_p2,ESM2-35M,500,0,36,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,0,37,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,0,38,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,0,39,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,0,40,valid,0.5705,4.1376
ESM2-35M,pert35m_p2,ESM2-35M,500,0,final,test,0.4971,4.3479
ESM2-35M,pert35m_p2,ESM2-35M,500,1,1,valid,0.2126,5.5101
ESM2-35M,pert35m_p2,ESM2-35M,500,1,2,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,1,3,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,1,4,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,1,5,valid,0.4550,5.3424
ESM2-35M,pert35m_p2,ESM2-35M,500,1,6,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,1,7,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,1,8,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,1,9,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,1,10,valid,0.5046,4.3777
ESM2-35M,pert35m_p2,ESM2-35M,500,1,11,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,1,12,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,1,13,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,1,14,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,1,15,valid,0.5191,4.5903
ESM2-35M,pert35m_p2,ESM2-35M,500,1,16,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,1,17,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,1,18,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,1,19,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,1,20,valid,0.5349,4.6736
ESM2-35M,pert35m_p2,ESM2-35M,500,1,21,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,1,22,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,1,23,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,1,24,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,1,25,valid,0.5333,4.2204
ESM2-35M,pert35m_p2,ESM2-35M,500,1,26,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,1,27,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,1,28,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,1,29,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,1,30,valid,0.5255,4.3022
ESM2-35M,pert35m_p2,ESM2-35M,500,1,31,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,1,32,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,1,33,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,1,34,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,1,35,valid,0.5277,4.3391
ESM2-35M,pert35m_p2,ESM2-35M,500,1,36,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,1,37,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,1,38,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,1,39,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,1,40,valid,0.5234,4.3159
ESM2-35M,pert35m_p2,ESM2-35M,500,1,final,test,0.5794,4.5661
ESM2-35M,pert35m_p2,ESM2-35M,500,2,1,valid,0.1977,6.5091
ESM2-35M,pert35m_p2,ESM2-35M,500,2,2,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,2,3,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,2,4,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,2,5,valid,0.4187,4.9678
ESM2-35M,pert35m_p2,ESM2-35M,500,2,6,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,2,7,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,2,8,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,2,9,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,2,10,valid,0.4933,4.4708
ESM2-35M,pert35m_p2,ESM2-35M,500,2,11,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,2,12,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,2,13,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,2,14,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,2,15,valid,0.5063,4.1714
ESM2-35M,pert35m_p2,ESM2-35M,500,2,16,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,2,17,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,2,18,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,2,19,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,2,20,valid,0.5152,4.5298
ESM2-35M,pert35m_p2,ESM2-35M,500,2,21,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,2,22,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,2,23,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,2,24,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,2,25,valid,0.5225,4.4308
ESM2-35M,pert35m_p2,ESM2-35M,500,2,26,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,2,27,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,2,28,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,2,29,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,2,30,valid,0.5204,4.4731
ESM2-35M,pert35m_p2,ESM2-35M,500,2,31,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,2,32,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,2,33,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,2,34,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,2,35,valid,0.5089,4.4838
ESM2-35M,pert35m_p2,ESM2-35M,500,2,36,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,2,37,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,2,38,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,2,39,valid,,
ESM2-35M,pert35m_p2,ESM2-35M,500,2,40,valid,0.5086,4.3927
ESM2-35M,pert35m_p2,ESM2-35M,500,2,final,test,0.5224,4.5461
ESM2-35M,pert35m_p3,ESM2-35M,500,0,1,valid,0.2294,6.0116
ESM2-35M,pert35m_p3,ESM2-35M,500,0,2,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,0,3,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,0,4,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,0,5,valid,0.4728,4.4526
ESM2-35M,pert35m_p3,ESM2-35M,500,0,6,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,0,7,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,0,8,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,0,9,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,0,10,valid,0.5457,3.7136
ESM2-35M,pert35m_p3,ESM2-35M,500,0,11,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,0,12,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,0,13,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,0,14,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,0,15,valid,0.5643,4.4760
ESM2-35M,pert35m_p3,ESM2-35M,500,0,16,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,0,17,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,0,18,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,0,19,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,0,20,valid,0.5900,4.2953
ESM2-35M,pert35m_p3,ESM2-35M,500,0,21,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,0,22,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,0,23,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,0,24,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,0,25,valid,0.5810,4.1167
ESM2-35M,pert35m_p3,ESM2-35M,500,0,26,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,0,27,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,0,28,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,0,29,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,0,30,valid,0.5766,4.0766
ESM2-35M,pert35m_p3,ESM2-35M,500,0,31,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,0,32,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,0,33,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,0,34,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,0,35,valid,0.5772,4.1999
ESM2-35M,pert35m_p3,ESM2-35M,500,0,36,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,0,37,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,0,38,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,0,39,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,0,40,valid,0.5696,4.2023
ESM2-35M,pert35m_p3,ESM2-35M,500,0,final,test,0.5061,4.5105
ESM2-35M,pert35m_p3,ESM2-35M,500,1,1,valid,0.2299,5.4190
ESM2-35M,pert35m_p3,ESM2-35M,500,1,2,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,1,3,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,1,4,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,1,5,valid,0.4513,5.8114
ESM2-35M,pert35m_p3,ESM2-35M,500,1,6,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,1,7,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,1,8,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,1,9,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,1,10,valid,0.4877,4.8106
ESM2-35M,pert35m_p3,ESM2-35M,500,1,11,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,1,12,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,1,13,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,1,14,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,1,15,valid,0.5231,4.6693
ESM2-35M,pert35m_p3,ESM2-35M,500,1,16,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,1,17,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,1,18,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,1,19,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,1,20,valid,0.5256,4.8997
ESM2-35M,pert35m_p3,ESM2-35M,500,1,21,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,1,22,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,1,23,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,1,24,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,1,25,valid,0.5190,4.2742
ESM2-35M,pert35m_p3,ESM2-35M,500,1,26,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,1,27,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,1,28,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,1,29,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,1,30,valid,0.5210,4.3818
ESM2-35M,pert35m_p3,ESM2-35M,500,1,31,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,1,32,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,1,33,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,1,34,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,1,35,valid,0.5129,4.4232
ESM2-35M,pert35m_p3,ESM2-35M,500,1,36,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,1,37,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,1,38,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,1,39,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,1,40,valid,0.5150,4.3851
ESM2-35M,pert35m_p3,ESM2-35M,500,1,final,test,0.5828,4.6297
ESM2-35M,pert35m_p3,ESM2-35M,500,2,1,valid,0.2039,5.4847
ESM2-35M,pert35m_p3,ESM2-35M,500,2,2,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,2,3,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,2,4,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,2,5,valid,0.4090,4.8311
ESM2-35M,pert35m_p3,ESM2-35M,500,2,6,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,2,7,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,2,8,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,2,9,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,2,10,valid,0.4804,4.1759
ESM2-35M,pert35m_p3,ESM2-35M,500,2,11,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,2,12,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,2,13,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,2,14,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,2,15,valid,0.4920,4.5684
ESM2-35M,pert35m_p3,ESM2-35M,500,2,16,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,2,17,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,2,18,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,2,19,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,2,20,valid,0.4859,4.4916
ESM2-35M,pert35m_p3,ESM2-35M,500,2,21,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,2,22,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,2,23,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,2,24,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,2,25,valid,0.5157,4.3572
ESM2-35M,pert35m_p3,ESM2-35M,500,2,26,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,2,27,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,2,28,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,2,29,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,2,30,valid,0.5052,4.3633
ESM2-35M,pert35m_p3,ESM2-35M,500,2,31,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,2,32,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,2,33,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,2,34,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,2,35,valid,0.5028,4.4312
ESM2-35M,pert35m_p3,ESM2-35M,500,2,36,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,2,37,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,2,38,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,2,39,valid,,
ESM2-35M,pert35m_p3,ESM2-35M,500,2,40,valid,0.5027,4.3910
ESM2-35M,pert35m_p3,ESM2-35M,500,2,final,test,0.5191,4.4062
ESM2-35M,pert35m_p4,ESM2-35M,500,0,1,valid,0.2383,5.0504
ESM2-35M,pert35m_p4,ESM2-35M,500,0,2,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,0,3,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,0,4,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,0,5,valid,0.4655,4.7085
ESM2-35M,pert35m_p4,ESM2-35M,500,0,6,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,0,7,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,0,8,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,0,9,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,0,10,valid,0.5428,3.9566
ESM2-35M,pert35m_p4,ESM2-35M,500,0,11,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,0,12,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,0,13,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,0,14,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,0,15,valid,0.5645,4.5716
ESM2-35M,pert35m_p4,ESM2-35M,500,0,16,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,0,17,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,0,18,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,0,19,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,0,20,valid,0.5792,4.1464
ESM2-35M,pert35m_p4,ESM2-35M,500,0,21,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,0,22,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,0,23,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,0,24,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,0,25,valid,0.5693,4.1930
ESM2-35M,pert35m_p4,ESM2-35M,500,0,26,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,0,27,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,0,28,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,0,29,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,0,30,valid,0.5757,4.1432
ESM2-35M,pert35m_p4,ESM2-35M,500,0,31,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,0,32,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,0,33,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,0,34,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,0,35,valid,0.5731,4.2663
ESM2-35M,pert35m_p4,ESM2-35M,500,0,36,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,0,37,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,0,38,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,0,39,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,0,40,valid,0.5715,4.2448
ESM2-35M,pert35m_p4,ESM2-35M,500,0,final,test,0.4993,4.3340
ESM2-35M,pert35m_p4,ESM2-35M,500,1,1,valid,0.1985,5.3637
ESM2-35M,pert35m_p4,ESM2-35M,500,1,2,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,1,3,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,1,4,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,1,5,valid,0.4671,5.3614
ESM2-35M,pert35m_p4,ESM2-35M,500,1,6,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,1,7,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,1,8,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,1,9,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,1,10,valid,0.5098,4.5298
ESM2-35M,pert35m_p4,ESM2-35M,500,1,11,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,1,12,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,1,13,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,1,14,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,1,15,valid,0.5258,4.7148
ESM2-35M,pert35m_p4,ESM2-35M,500,1,16,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,1,17,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,1,18,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,1,19,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,1,20,valid,0.5413,4.7696
ESM2-35M,pert35m_p4,ESM2-35M,500,1,21,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,1,22,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,1,23,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,1,24,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,1,25,valid,0.5404,4.4273
ESM2-35M,pert35m_p4,ESM2-35M,500,1,26,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,1,27,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,1,28,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,1,29,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,1,30,valid,0.5438,4.4515
ESM2-35M,pert35m_p4,ESM2-35M,500,1,31,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,1,32,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,1,33,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,1,34,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,1,35,valid,0.5457,4.5305
ESM2-35M,pert35m_p4,ESM2-35M,500,1,36,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,1,37,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,1,38,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,1,39,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,1,40,valid,0.5414,4.4823
ESM2-35M,pert35m_p4,ESM2-35M,500,1,final,test,0.6004,4.3214
ESM2-35M,pert35m_p4,ESM2-35M,500,2,1,valid,0.2475,5.6242
ESM2-35M,pert35m_p4,ESM2-35M,500,2,2,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,2,3,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,2,4,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,2,5,valid,0.4224,4.5334
ESM2-35M,pert35m_p4,ESM2-35M,500,2,6,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,2,7,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,2,8,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,2,9,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,2,10,valid,0.4839,4.2873
ESM2-35M,pert35m_p4,ESM2-35M,500,2,11,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,2,12,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,2,13,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,2,14,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,2,15,valid,0.4858,4.1656
ESM2-35M,pert35m_p4,ESM2-35M,500,2,16,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,2,17,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,2,18,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,2,19,valid,,
ESM2-35M,pert35m_p4,ESM2-35M,500,2,20,valid,0.5082,4.4068
